Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"input_FirstName = findTestObject(""Object Repository/Page_FillUpForm/input_FirstName"")",Chrome 106.0.0.0,,,2022-10-24 13:43:27,2022-10-24 13:43:27,0.035s,PASSED
"input_LastName = findTestObject(""Object Repository/Page_FillUpForm/input_Last name_lastname"")",Chrome 106.0.0.0,,,2022-10-24 13:43:27,2022-10-24 13:43:27,0.035s,PASSED
"input_Date = findTestObject(""Object Repository/Page_FillUpForm/input_Date_datepicker"")",Chrome 106.0.0.0,,,2022-10-24 13:43:27,2022-10-24 13:43:28,0.035s,PASSED
"setText(input_FirstName, ""Guillermo"")",Chrome 106.0.0.0,,,2022-10-24 13:43:28,2022-10-24 13:43:31,3.641s,PASSED
"setText(input_LastName, ""Perez"")",Chrome 106.0.0.0,,,2022-10-24 13:43:31,2022-10-24 13:43:35,3.989s,PASSED
"click(findTestObject(""Object Repository/Page_FillUpForm/input_Gender_sex""))",Chrome 106.0.0.0,,,2022-10-24 13:43:35,2022-10-24 13:43:36,0.595s,PASSED
"click(findTestObject(""Object Repository/Page_FillUpForm/input_Years of Experience_exp""))",Chrome 106.0.0.0,,,2022-10-24 13:43:36,2022-10-24 13:43:36,0.344s,PASSED
"setText(input_Date, ""14/07/1993"")",Chrome 106.0.0.0,,,2022-10-24 13:43:36,2022-10-24 13:43:37,1.060s,PASSED
"click(findTestObject(""Object Repository/Page_FillUpForm/input_Profession_profession""))",Chrome 106.0.0.0,,,2022-10-24 13:43:37,2022-10-24 13:43:38,0.562s,PASSED
"click(findTestObject(""Object Repository/Page_FillUpForm/input_Profession_profession_1""))",Chrome 106.0.0.0,,,2022-10-24 13:43:38,2022-10-24 13:43:38,0.345s,PASSED
"click(findTestObject(""Object Repository/Page_FillUpForm/input_Automation Tools_tool""))",Chrome 106.0.0.0,,,2022-10-24 13:43:38,2022-10-24 13:43:38,0.347s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_FillUpForm/select_AsiaEuropeAfricaAustraliaSouth Ameri_982c86""), ""North America"", true)",Chrome 106.0.0.0,,,2022-10-24 13:43:38,2022-10-24 13:43:40,1.110s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_FillUpForm/select_Browser CommandsNavigation CommandsS_69f390""), ""Browser Commands"", true)",Chrome 106.0.0.0,,,2022-10-24 13:43:40,2022-10-24 13:43:41,0.997s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_FillUpForm/select_Browser CommandsNavigation CommandsS_69f390""), ""WebElement Commands"", true)",Chrome 106.0.0.0,,,2022-10-24 13:43:41,2022-10-24 13:43:42,1.064s,PASSED
"click(findTestObject(""Object Repository/Page_FillUpForm/btnSubmit""))",Chrome 106.0.0.0,,,2022-10-24 13:43:42,2022-10-24 13:43:42,0.335s,PASSED
"verifyElementPresent(findTestObject(""Page_FillUpForm/btnSubmit""), 3)",Chrome 106.0.0.0,,,2022-10-24 13:43:42,2022-10-24 13:43:42,0.314s,PASSED
,,,,,,,
Test Cases/Form/Test_FillUpForm with DataFiles,Chrome 106.0.0.0,,,2022-10-24 13:43:42,2022-10-24 13:43:58,15.502s,PASSED
openBrowser(url_form),Chrome 106.0.0.0,,,2022-10-24 13:43:42,2022-10-24 13:43:46,3.714s,PASSED
maximizeWindow(),Chrome 106.0.0.0,,,2022-10-24 13:43:46,2022-10-24 13:43:46,0.137s,PASSED
"input_FirstName = findTestObject(""Object Repository/Page_FillUpForm/input_FirstName"")",Chrome 106.0.0.0,,,2022-10-24 13:43:46,2022-10-24 13:43:46,0.054s,PASSED
"input_LastName = findTestObject(""Object Repository/Page_FillUpForm/input_Last name_lastname"")",Chrome 106.0.0.0,,,2022-10-24 13:43:46,2022-10-24 13:43:46,0.067s,PASSED
"input_Date = findTestObject(""Object Repository/Page_FillUpForm/input_Date_datepicker"")",Chrome 106.0.0.0,,,2022-10-24 13:43:46,2022-10-24 13:43:46,0.069s,PASSED
"setText(input_FirstName, ""Guillermo"")",Chrome 106.0.0.0,,,2022-10-24 13:43:46,2022-10-24 13:43:48,1.401s,PASSED
"setText(input_LastName, ""Perez"")",Chrome 106.0.0.0,,,2022-10-24 13:43:48,2022-10-24 13:43:48,0.601s,PASSED
"click(findTestObject(""Object Repository/Page_FillUpForm/input_Gender_sex""))",Chrome 106.0.0.0,,,2022-10-24 13:43:48,2022-10-24 13:43:49,0.347s,PASSED
"click(findTestObject(""Object Repository/Page_FillUpForm/input_Years of Experience_exp""))",Chrome 106.0.0.0,,,2022-10-24 13:43:49,2022-10-24 13:43:49,0.346s,PASSED
"setText(input_Date, ""14/07/1993"")",Chrome 106.0.0.0,,,2022-10-24 13:43:49,2022-10-24 13:43:50,0.625s,PASSED
"click(findTestObject(""Object Repository/Page_FillUpForm/input_Profession_profession""))",Chrome 106.0.0.0,,,2022-10-24 13:43:50,2022-10-24 13:43:50,0.364s,PASSED
"click(findTestObject(""Object Repository/Page_FillUpForm/input_Profession_profession_1""))",Chrome 106.0.0.0,,,2022-10-24 13:43:50,2022-10-24 13:43:53,3.366s,PASSED
"click(findTestObject(""Object Repository/Page_FillUpForm/input_Automation Tools_tool""))",Chrome 106.0.0.0,,,2022-10-24 13:43:53,2022-10-24 13:43:54,0.357s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_FillUpForm/select_AsiaEuropeAfricaAustraliaSouth Ameri_982c86""), ""North America"", true)",Chrome 106.0.0.0,,,2022-10-24 13:43:54,2022-10-24 13:43:55,1.102s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_FillUpForm/select_Browser CommandsNavigation CommandsS_69f390""), ""Browser Commands"", true)",Chrome 106.0.0.0,,,2022-10-24 13:43:55,2022-10-24 13:43:56,1.143s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_FillUpForm/select_Browser CommandsNavigation CommandsS_69f390""), ""WebElement Commands"", true)",Chrome 106.0.0.0,,,2022-10-24 13:43:56,2022-10-24 13:43:57,1.156s,PASSED
"click(findTestObject(""Object Repository/Page_FillUpForm/btnSubmit""))",Chrome 106.0.0.0,,,2022-10-24 13:43:57,2022-10-24 13:43:57,0.328s,PASSED
"verifyElementPresent(findTestObject(""Page_FillUpForm/btnSubmit""), 3)",Chrome 106.0.0.0,,,2022-10-24 13:43:57,2022-10-24 13:43:58,0.292s,PASSED
